Date,Close,log_return,log_return_pct
2019-01-03,218.46533203125,-0.024151992889740466,-2.415199288974047
2019-01-04,225.7830047607422,0.032947043626672556,3.2947043626672556
2019-01-07,227.56320190429688,0.00785362827573572,0.785362827573572
2019-01-08,229.7012481689453,0.009351533212365277,0.9351533212365277
2019-01-09,230.77476501464844,0.004662648041798099,0.4662648041798099
2019-01-10,231.58880615234375,0.0035212202239374244,0.35212202239374246
2019-01-11,231.67828369140625,0.0003862892147391824,0.03862892147391824
2019-01-14,230.26487731933594,-0.00611941425717632,-0.611941425717632
2019-01-15,232.90382385253906,0.011395308373542343,1.1395308373542343
2019-01-16,233.46743774414062,0.002417019282265175,0.2417019282265175
2019-01-17,235.23863220214844,0.007557840628047826,0.7557840628047826
2019-01-18,238.36965942382812,0.013222204477845572,1.3222204477845572
2019-01-22,235.1492462158203,-0.013602256734739025,-1.3602256734739024
2019-01-23,235.64125061035156,0.002090121091919008,0.2090121091919008
2019-01-24,235.76651000976562,0.0005314269845587413,0.053142698455874125
2019-01-25,237.76141357421875,0.00842575597830211,0.842575597830211
2019-01-28,235.95428466796875,-0.0076296296669771755,-0.7629629666977176
2019-01-29,235.64125061035156,-0.0013275532958837647,-0.13275532958837646
2019-01-30,239.3716583251953,0.015706875906607125,1.5706875906607125
2019-01-31,241.47389221191406,0.00874396062741879,0.8743960627418791
2019-02-01,241.5901641845703,0.00048139360965510796,0.048139360965510795
2019-02-04,243.2899169921875,0.007011052159857133,0.7011052159857133
2019-02-05,244.30970764160156,0.004182907798976634,0.41829077989766333
2019-02-06,243.98768615722656,-0.0013189565832141233,-0.13189565832141234
2019-02-07,241.66177368164062,-0.009578638303973533,-0.9578638303973532
2019-02-08,241.95693969726562,0.0012206560420815538,0.12206560420815538
2019-02-11,242.09121704101562,0.0005548098689154948,0.055480986891549476
2019-02-12,245.20428466796875,0.01277709302743848,1.277709302743848
2019-02-13,246.00039672851562,0.0032414705631657104,0.32414705631657104
2019-02-14,245.4547576904297,-0.0022205047902159347,-0.22205047902159347
2019-02-15,248.12953186035156,0.010838271840863242,1.0838271840863243
2019-02-19,248.55894470214844,0.0017291037301971316,0.17291037301971315
2019-02-20,249.0600128173828,0.002013863326583224,0.2013863326583224
2019-02-21,248.17440795898438,-0.0035621258618809305,-0.35621258618809304
2019-02-22,249.71298217773438,0.006180430140342521,0.6180430140342521
2019-02-25,250.05291748046875,0.0013603783507093472,0.13603783507093473
2019-02-26,249.87399291992188,-0.0007158029082422182,-0.07158029082422182
2019-02-27,249.76663208007812,-0.00042975225041439125,-0.04297522504143912
2019-02-28,249.30154418945312,-0.001863825614922782,-0.1863825614922782
2019-03-01,250.85809326171875,0.006224229149666357,0.6224229149666357
2019-03-04,249.9456329345703,-0.003643987810414768,-0.36439878104147677
2019-03-05,249.60557556152344,-0.0013614517182202325,-0.13614517182202324
2019-03-06,248.0937957763672,-0.006075090794910834,-0.6075090794910835
2019-03-07,246.01840209960938,-0.008400545020193355,-0.8400545020193354
2019-03-08,245.52627563476562,-0.002002367847996482,-0.2002367847996482
2019-03-11,249.08676147460938,0.014397304861218244,1.4397304861218243
2019-03-12,250.02603149414062,0.003763762987301996,0.3763762987301996
2019-03-13,251.68106079101562,0.006597615723345037,0.6597615723345037
2019-03-14,251.52008056640625,-0.0006398245825393041,-0.06398245825393041
2019-03-15,252.7626190185547,0.00492795397394893,0.492795397394893
2019-03-18,253.67916870117188,0.003619569733408718,0.3619569733408718
2019-03-19,253.74208068847656,0.0002479674932916525,0.02479674932916525
2019-03-20,252.978271484375,-0.0030147191811744608,-0.30147191811744606
2019-03-21,255.83566284179688,0.011231694743972273,1.1231694743972274
2019-03-22,250.91172790527344,-0.019434100697336545,-1.9434100697336545
2019-03-25,250.7230224609375,-0.0007523619649537987,-0.07523619649537987
2019-03-26,252.59201049804688,0.007426746690612069,0.7426746690612069
